Church,Organizations,People,Title,AccountLongName,CurrentValue,LastYearValue,InvestmentType
2166163,"","","FORESTHILL ANDREWS","FOREST HILL UMC - COLLEEN & WES ANDREWS",30854.58,28018.44,DIVERSIFIE
2166163,"","","FOREST HILL COLUMBAR","FOREST HILL UMC COLUMBARIUM COURTYARD",58247.35,50854.6,DIVERSIFIE
2166163,"","",FORESTHILLJOECANNON,"FOREST HILL UMC JOE CANNON CABARRUS INMATE CHRISTMAS CHEER FUND",775253.15,700956.61,DIVERSIFIE
2166176,"","","HARRISBURG UMC","HARRISBURG UNITED METHODIST CHURCH BUILDING FUND",64349.45,57111.93,"BAL FUND"
2166176,"","","HARRISBURG UMC ENDOW","HARRISBURG UMC ENDOWMENT FUND ACCOUNT",30159.87,26423.42,DIVERSIFIE
2166176,"","","HARRISBURG UMC","HARRISBURG UMC DEVELOPMENT FUND",213980.96,101837.81,"DEVEL FD"
2166177,"","","JACKSON PARK UMC","JACKSON PARK UNITED METHODIST CHURCH",151211.64,141081.91,DIVERSIFIE
2166200,"","","ST LUKES UMC","ST LUKES UNITED METHODIST CHURCH ENDOWMENT FUND",776596.27,645666.47,"BAL FUND"
2166203,"","","HOPEWELL UMC","HOPEWELL UNITED METHODIST CHURCH ENDOWMENT FUND",49824.94,42344.68,DIVERSIFIE
2166203,"","","HOPEWELL SCHOLAR","HOPEWELL UMC SCHOLARSHIP FUND",4513.26,3835.74,DIVERSIFIE
2166206,"","","FIRST UMC LENOIR","FIRST UMC LENOIR BUILDING FUND",65306.9,57961.69,"BAL FUND"
2166206,"","","FIRST UMC LENOIR","FIRST UMC LENOIR BUS REPLACEMENT FUND",36395.44,66982.3,DIVERSIFIE
2166206,"","","FIRST UMC LENOIR","FIRST UMC LENOIR GENERAL ENDOWMENT FUND",82868.04,72601.57,DIVERSIFIE
2166209,"","","FIRST UMC MAIDEN","FIRST UMC MAIDEN FLOSSIE C. CLONINGER SCHOLARSHI",55694.4,50228.68,DIVERSIFIE
2166214,"","",BROADSTMOORESVILLE2,"BROAD STREET UMC MOORESVILLE FAYE RUTH MCGRAW CONSERVATIVE FUND",5229.02,4830.29,CONSERV
2166214,"","",BROADSTMOORESVILLE3,"BROAD STREET UMC MOORESVILLE FAYE RUTH MCGRAW BALANCED FUND",6025.04,5347.42,"BAL FUND"
2166214,"","","BROAD STREET UMC","BROAD STREET UMC MOORESVILLE FAYE RUTH MCGRAW DEVELOPMENT FUND",8468.19,8340.84,"DEVEL FD"
2166217,"","","PARK AVENUE UMC","PARK AVENUE UNITED METHODIST CHURCH INC",1123.29,1106.4,"DEVEL FD"
2166236,"","","BROAD ST UMC","BROAD STREET UMC STATESVILLE",1033558.26,976897.38,DIVERSIFIE
2166236,"","","BROAD ST MISSIONS","BROAD STREET UMC STATESVILLE LOCAL MISSIONS",552766.81,506632.02,DIVERSIFIE
2166236,"","","BROAD ST STATCAP","BROAD STREET UMC CAPITAL CAMPAIGN FUND",582223.53,530877.8,CONSERV
2166244,"","","TRIPLETT THOMPSON","TRIPLETT UNITED METHODIST CHURCH-THOMPSON SCHOLA",57333.15,50230.2,DIVERSIFIE
2166244,"","","TRIPLETT CEMETERY","TRIPLETT UNITED METHODIST CHURCH-CEMETERY FUND",4402.96,3860.79,DIVERSIFIE
2166252,"","","VANDERBURG SHERRILL","VANDERBURG UMC SHERRILL SCHOLARSHIP",50380.02,45226.24,DIVERSIFIE
2166252,"","","VANDERBURG BENFIELD","VANDERBURG UMC BENFIELD SCHOLARSHIP",35235.01,32073,DIVERSIFIE
2166252,"","","VANDERBURG LOWDER","VANDERBURG UMC LOWDER SCHOLARSHIP",14810.03,13357.95,DIVERSIFIE
2166256,"","","BROWERS CHAPEL PARSO","BROWERS CHAPEL UMC PARSONAGE SALE - BALANCED",51556.07,45757.44,"BAL FUND"
2166256,"","","BROWERS CHAPEL PAR C","BROWERS CHAPEL UMC PARSONAGE - CONSERVATIVE",36319.31,33549.48,CONSERV
2166266,"","","ARCHDALE UMC","ARCHDALE UNITED METHODIST CHURCH ENDOWMENT FUND",33993.02,29781.7,DIVERSIFIE
2166267,"","","ELBAVILLE UMC BLDG","ELBAVILLE UNITED METHODIST BUILDING IMPROVEMENTS DEVELOPMENT FUND",18413.44,18011.75,"DEVEL FD"
2166267,"","","ELBAVILLE UMC PARSON","ELBAVILLE UNITED METHODIST PARSONAGE/ DEVELOPMENT FUND",71021.69,69953.56,"DEVEL FD"
2166267,"","","ELBAVILLE UMC CEMETE","ELBAVILLE UMC CEMETERY DEVELOPMENT FUND",16027.75,14096.27,"DEVEL FD"
2166269,"","","FULTON UMC","FULTON UMC PARSONAGE FUND",16362.55,16116.45,"DEVEL FD"
2166269,"","","FULTON UMC MEMORIAL","FULTON UMC MEMORIAL FUND DEVELOPMENT FUND",5482.29,4875.88,"DEVEL FD"
2166271,"","","NEW HOPE UMC DENTON","NEW HOPE UMC INVESTMENT FUND Balanced",10990.19,9754.17,"BAL FUND"
2166271,"","","NEW HOPE UMC ALL EQU","NEW HOPE UMC INVESTMENT FUND ALL EQUITY",11842.94,9644.36,"ALL EQUITY"
2166272,"","","FIRST ASHEB ASBURY","FIRST UMC OF ASHEBORO-ASBURY ENDOW #1(FUND C)",291557.76,255436.59,DIVERSIFIE
2166272,"","","FIRST ASHEB  BLDG","FIRST UMC  OF ASHEBORO-BUILDING #1 (FUND C)",60793.02,53261.43,DIVERSIFIE
2166272,"","","FIRST ASHEB KILLIAN","FUMC ASHEBORO (KILLIAN) PEGGY KILLIAN MEMORIAL YOUTH MINISTRY SCHOLARSHIP ENDOWMENT FUND",16172.74,14169.13,DIVERSIFIE
2166272,"","","FIRST ASHEBORO","FIRST UMC OF ASHEBORO/PARSONAGE DEVELOPMENT",1921.02,1892.12,"DEVEL FD"
2166272,"","","FIRST ASHEBORO","FIRST UMC OF ASHEBORO/PARLOR DEVELOPMENT",5925.8,5836.68,"DEVEL FD"
2166272,"","","FIRST ASHEBORO","FIRST UMC OF ASHEBORO/DELK FLOWER DEVELOPMENT",8632.3,8939.02,"DEVEL FD"
2166273,"","","WEST BEND UMC PASTOR","WEST BEND UMC PASTOR HOUSING FUND",33706.45,31087.85,CONSERV
2166278,"","",MOCKSFIRSTUMC,"FIRST UMC MOCKSVILLE CALL ENDOWMENT FUND",136054.07,120665.53,DIVERSIFIE
2166281,"","","BETHANY UMC CEMETERY","BETHANY UMC CEMETERY FUND  FRANKLINVILLE",54418.63,47676.72,DIVERSIFIE
2166282,"","","MOUNT SHEPHERD RETRE","MOUNT SHEPHERD RETREAT CENTER DEVELOPMENT FUND",418697.72,464175.61,DIVERSIFIE
2166297,"","","CENTRAL UMC DENTON","CENTRAL UMC DENTON MORRIS JOHNSON ENDOWMENT",69758.69,61116.29,DIVERSIFIE
2166303,"","",EBENEZERUMCCFBA,"EBENEZER UMC CEMETARY FUND- BALANCED",123058.22,116299.35,"BAL FUND"
2166303,"","",EBENEZERUMCCFDI,"EBENEZER UMC CEMETARY FUND- DIVERSIFIED",68738.93,60074.08,DIVERSIFIE
2166303,"","",EBENEZERUMCBFBA,"EBENEZER UMC BUILDING FUND- BALANCED",352994.86,312518.57,"BAL FUND"
2166303,"","",EBENEZERUMCBFDI,"EBENEZER UMC BUILDING FUND- DIVERSIFIED",184906.44,161597.9,DIVERSIFIE
2166306,"","","MOUNT OLIVE UMC YADK","MOUNT OLIVE UMC-ELSIE & PANSY ALLEN MEDICAL MEMORIAL FUND",78982.71,81282.41,"DEVEL FD"
2166306,"","","MOUNT OLIVE UMC CEM","MOUNT OLIVE UMC CEMETARY FUND ""LON WHITE""",37960.92,39368.36,"DEVEL FD"
2166309,"","","BETHANY LEXINGTON","BETHANY UMC LEXINGTON PERMANENT ENDOWMENT FUND",6935.14,6076.04,DIVERSIFIE
2166315,"","","GRAY'S CHAPEL MISSIO","GRAY'S CHAPEL MISSIONS FUND",53930.77,47221.9,DIVERSIFIE
2166315,"","","GRAY'S CHAPEL UM MEN","GRAY'S CHAPEL UM MEN",25067.62,24690.61,"DEVEL FD"
2166315,"","","GRAY'S CHAPEL UMC","GRAY'S CHAPEL UMC",50963.93,50197.46,"DEVEL FD"
2166321,"","","FIRST UMC MOCKSVILLE","FIRST UMC MOCKSVILLE BOWDEN ENDOWMENT FUND",70134.18,61445.26,DIVERSIFIE
2166321,"","","FIRST MOCKSVILLE","FIRST UNITED METHODIST CHURCH MOCKSVILLE DEV FD",626999.84,617569.99,"DEVEL FD"
2166323,"","","OAK FOREST UMC","OAK FOREST UMC",20340.49,20034.59,"DEVEL FD"
2166331,"","","KINGSWOOD FACILITIES","KINGSWOOD UMC FACILITIES\ PROPERTIES FUND",2026.72,12971.24,DIVERSIFIE
2166331,"","","KINGSWOOD GENERAL","KINGSWOOD UMC GENERAL FUND",20875.53,132713.23,DIVERSIFIE
2166331,"","","KINGSWOOD OUTREACH","KINGSWOOD UMC OUTREACH FUND",2026.71,15735.2,DIVERSIFIE
2166332,"","","CLEMMONS UMC ENDOW","CLEMMONS UMC ENDOWMENT FUND",40681.04,36095.62,"BAL FUND"
2166333,"","","CHESTNUT GROVE UMC","CHESTNUT GROVE UMC KING",22123.67,21790.94,"DEVEL FD"
2166347,"","","PROSPECT UMC CEMETER","PROSPECT UMC CEMETERY FUND",12833.3,11389.97,"BAL FUND"
2166347,"","","PROSPECT UMC PARSONA","PROSPECT UMC PARSONAGE FUND ACCOUNT",13303.51,11655.44,DIVERSIFIE
2166347,"","","PROSPECT UMC","PROSPECT UMC DEVELOPMENT FUND",17072.59,16815.83,"DEVEL FD"
2166354,"","","MOUNT PLEASANT UMC","MOUNT PLEASANT UNITED METHODIST CHURCH - THOMASVILLE",724390.47,391003.47,"DEVEL FD"
2166372,"","","MT VERNON UMC","MT VERNON UMC EXPANSION FUND",39384.72,36381.14,CONSERV
2166372,"","","MOUNT VERNON UMC CEM","MOUNT VERNON UMC CEMETERY FUND",105683.12,104093.69,"DEVEL FD"
2166372,"","","MOUNT VERNON UMC EXP","MOUNT VERNON EXPANSION DEVELOPMENT FUND",161758.16,159325.38,"DEVEL FD"
2166372,"","","MT VERNON UM MEN","MT VERNON UNITED METHODIST MEN",12734.42,12542.9,"DEVEL FD"
2166377,"","","JORDAN UMC PARSONS","JORDAN MEMORIAL/PARSONS EDUCATIONAL ENDOW",119545.06,104734.69,DIVERSIFIE
2166382,"","","FAIR GROVE CEMETERY","FAIR GROVE UMC PERPETUAL CARE CEMETERY FUND",341514.53,311098.22,DIVERSIFIE
2166382,"","","FAIR GROVE GIRL SCOU","FAIR GROVE UMC GIRL SCOUT FUND",10198.03,8934.63,DIVERSIFIE
2166382,"","","FAIR GROVE UMC TRANS","FAIR GROVE UMC TRANSPORTATION FUND DEVELOPMENT FUND",3166.11,3118.5,"DEVEL FD"
2166382,"","","FAIR GROVE UMC CAP","FAIR GROVE UMC CAPITAL IMPROVEMENTS DEVELOPMENT FUND",5553.03,5469.53,"DEVEL FD"
2166382,"","","FAIR GROVE UMC CEM","FAIR GROVE UMC CEMETEREY UPKEEP DEVELOPMENT FUND",57641.2,49833.58,"DEVEL FD"
2166382,"","","FAIR GROVE UMC ELLIO","FAIR GROVE UMC ELLIOTT SCHOLARSHIP FUND",10179.24,10520.85,"DEVEL FD"
2166382,"","","FAIR GROVE UMC EZRA","FAIR GROVE UMC EZRA M. JONES SCHOLARSHIP FUND",22744.44,22402.38,"DEVEL FD"
2166382,"","","FAIR GROVE UMC CONTG","FAIR GROVE UMC CONTINGENCY FUND",32395.53,31009.96,"DEVEL FD"
2166384,"","","FIRST THOMASVILLE","FIRST UMC OF THOMASVILLE SCHOLARSHIP",10571.42,10518.18,"DEVEL FD"
2166386,"","","MEMORIAL UMC ARTS","MEMORIAL UMC ARTS ALIVE ACADEMY",14226.06,5557.07,"DEVEL FD"
2166388,"","","TRINITY WOODS THOMAS","TRINITY UMC-MINNIE WOODS FUND",15655.37,15882.45,CONSERV
2166403,"","","BRYSON CITY UMC ENSL","BRYSON CITY UMC ENSLEY DEVELOPMENT FUND",30838.46,30374.67,"DEVEL FD"
2166403,"","","BRYSON CITY UMC CARV","BRYSON CITY UMC CARVALHO DEVELOPMENT FUND",18865.95,18582.2,"DEVEL FD"
2166404,"","","CENTRAL CANTON BAL","CENTRAL UNITED METHODIST CHURCH (CANTON) BALANCED FUND",53845.54,47789.37,"BAL FUND"
2166404,"","","CENTRAL UMC CANTON","CENTRAL UMC CANTON - DEVELOPMENT FUND",101097.93,109427.05,"DEVEL FD"
2166412,"","","CULLOWHEE CEMETERY","CULLOWHEE UMC CEMETERY FUND",83870.91,73480.21,DIVERSIFIE
2166412,"","","CULLOWHEE UMC PROJEC","CULLOWHEE UMC SPECIAL PROJECTS FUND",193157.34,169095.99,DIVERSIFIE
2166420,"","","CASHIERS UMC","CASHIERS UNITED METHODIST CHURCH",254958.18,251123.7,"DEVEL FD"
2166426,"","","HIGHLANDS UNITED","HIGHLANDS UNITED METHODIST CHURCH ENDOWMENT FUND",391945.52,343387.3,DIVERSIFIE
2166428,"","","IOTLA UMC FRANKLIN","IOTLA UMC FRANKLIN",6485.64,5682.2,DIVERSIFIE
2166430,"","","LONGS CHAPEL ENDOW","LONGS CHAPEL UMC ENDOWMENT FUND",0,333497.61,DIVERSIFIE
2166430,"","","LONG'S CHAPEL UMC","LONG'S CHAPEL DEV FD OPERATING CASH",-1157.33,946905.93,"DEVEL FD"
2166434,"","","PLAINS ROBINSON FUND","PLAINS UMC - A. B. ROBINSON FUND",23607.33,20682.71,DIVERSIFIE
2166434,"","","PLAINS UMC/PROPERTY","PLAINS UMC/PROPERTY ACQUISITION FUND",39983.66,35030.14,DIVERSIFIE
2166435,"","","FIRST UMC MURPHY","FIRST UMC MURPHY - DIVERSIFIED FUND",292504.47,256286.25,DIVERSIFIE
2166440,"","","MAGGIE VALLEY FRANCI","MAGGIE VALLEY UMC EE FRANCIS FUND",24605.49,32159.92,DIVERSIFIE
2166440,"","","MAGGIE VALLEY SCHOLA","MAGGIE VALLEY UMC SCHOLARSHIP FUND",21249.37,22371.95,DIVERSIFIE
2166440,"","","MAGGIE VALLEY PETERS","MAGGIE VALLEY UMC PETERSON FUND",28555.84,25018.14,DIVERSIFIE
2166440,"","","MAGGIE VALLEY FRANCI","MAGGIE VALLEY UMC FRANCIS ALEXANDER FUND",70156.17,62256.03,"BAL FUND"
2166440,"","","MAGGIE VALLEY DOT AN","MAGGIE VALLEY UMC DOT AND ILLA'S KIDS FUND",5413.34,4742.77,DIVERSIFIE
2166440,"","","MAGGIE VALLEY BUILDI","MAGGIE VALLEY UMC BUILDING FUND",60867.54,76778.15,"BAL FUND"
2166440,"","","MAGGIE VALLEY SHEPHE","MAGGIE VALLEY UMC SHEPHERD'S TABLE FUND",25079.37,21972.31,DIVERSIFIE
2166440,"","","MAGGIE VALLEY DEV","MAGGIE VALLEY UMC DEVELOPMENT FUND",173393.85,173761.52,"DEVEL FD"
2166442,"","","FIRST SYLVA","SYLVA FIRST UNITED METHODIST CHURCH FOUNDATION INC DEVELOPMENT FUND",37974.99,57201.73,"DEVEL FD"
2166443,"","",WAYNESVILLE/MYERS,"FIRST UMC WAYNESVILLE PASTOR DISCRETIONARY/MYERS",72455.08,65857.08,DIVERSIFIE
2166443,"","",WAYNESVILLE/GENERAL,"FIRST UMC OF WAYNESVILLE GENERAL ENDOWMENT FUND",546322.09,487813.65,DIVERSIFIE
2166443,"","",WAYNESVILLE/BOATWRIG,"FIRST UMC OF WAYNESVILLE BOATWRIGHT MUSIC FUND",36720.12,33373.81,DIVERSIFIE
2166443,"","",WAYNESVILLE/HAMMETT,"FIRST UMC OF WAYNESVILLE HAMMETT GOOD SAMARITAN FUND",25478.89,23160.01,DIVERSIFIE
2166443,"","",WAYNESVILLE/WILLARD,"FIRST UMC OF WAYNESVILLE WILLARD YOUTH FUND",18092.73,16446.48,DIVERSIFIE
2166443,"","",WAYNESVILLE/MICHAELS,"FIRST UMC OF WAYNESVILLE MICHAEL'S FLOWERS FUND",2461.54,2237.22,DIVERSIFIE
2166443,"","",WAYNESVILLE/RINEHART,"FIRST UMC OF WAYNESVILLE BILL & JOETTA RINEHART ENDOWMENT FUND",481533.2,432326.35,DIVERSIFIE
2166443,"","",WAYNESVILLE/WAY,"THE MARY ANN & CHARLIE WAY ENDOWED SCHOLARSHIP FUND OF FIRST UMC OF WAYNESVILLE, NC",41299.01,37539.02,DIVERSIFIE
2166443,"","","WADWORTH SCHOL ENDOW","ELAYNE WADSWORTH SCHOLARSHIP ENDOWMENT FUND",169338.94,152289.42,DIVERSIFIE
2166443,"","",WAYNESVILLE/RESERVE,"FUMC WAYNESVILLE UNRESTRICTED RESERVES FUND ACCT",59535.36,51979.15,DIVERSIFIE
2166443,"","","FUMC WAYNESVILLE LYN","FUMC WAYNESVILLE LYNWOOD AND MCELROY SCHOLARSHIP",232297.73,202814.4,DIVERSIFIE
2166444,"","","BETHEL UMC FRANKLIN","BETHEL UNITED METHODIST CHURCH",315385.66,317001.64,"DEVEL FD"
2166446,"","","CLARKS CHAPEL UMC","CLARKS CHAPEL UNITED METHODIST CHURCH",16728.74,16477.15,"DEVEL FD"
2166448,"","","WHITTIER UMC  BUFF","WHITTIER UMC BUFF FUND",64628.96,56622.13,DIVERSIFIE
2166448,"","","WHITTIER UMC CHURCH","WHITTIER UMC CHURCH FUND",64616.4,57348.83,"BAL FUND"
2166453,"","","OAK FOREST CEMETERY","OAK FOREST UMC CEMETERY FUND",77045.24,67500.16,DIVERSIFIE
2166453,"","","OAK FOREST UMC ENDOW","OAK FOREST UMC ENDOWMENT FUND",10771.42,9437.01,DIVERSIFIE
2166461,"","","HARMONY GROVE","HARMONY GROVE UMC SCHOLARSHIP FUND",41093.8,36002.7,DIVERSIFIE
2166468,"","","BUNKER HILL CAP IMP","BUNKER HILL UMC MAINTENANCE & CAPITAL IMPROVEMENTS FUND (DIVERSIFIED)",106452.29,93125.94,DIVERSIFIE
2166469,"","","ANTIOCH UMC","ANTIOCH UNITED METHODIST CHURCH DEVELOPMENT FUND",45180.33,44500.84,"DEVEL FD"
2166473,"","","TRINITY UMC KING","TRINITY UNITED METHODIST CHURCH",11300.34,11130.39,"DEVEL FD"
2166476,"","","BALTIMORE UMC BLDG","BALTIMORE UMC DEVELOPMENT FUND - BUILDING FUND",2615.8,2576.46,"DEVEL FD"
2166476,"","","BALTIMORE UMC GENER","BALTIMORE UMC  DEVELOPMENT FUND - GENERAL FUND",190691.92,189189.97,"DEVEL FD"
2166477,"","","FIRST ELKIN LILLARD","FIRST UMC ELKIN LILLARD OUTREACH ENDOWMENT FUND",232241.76,207960.59,DIVERSIFIE
2166477,"","","FIRST ELKIN PROPERTY","FIRST UMC ELKIN SALE PROPERTY ENDOWMENT FUND",185332.68,168601.54,DIVERSIFIE
2166477,"","","FIRST ELKIN WALKER","FIRST UMC ELKIN WALKER ENDOWMENT FUND",21104.57,18952.28,DIVERSIFIE
2166477,"","","FIRST ELKIN","FIRST ELKIN UMC FIXED INCOME SAVINGS DEVELOPMENT FUND",108186.43,118413.59,"DEVEL FD"
2166483,"","","BETHLEHEM COMMUNITY","BETHLEHEM COMMUNITY CENTER, INC",62803.05,61858.51,"DEVEL FD"
2166484,"","","HICKORY RIDGE PERPEC","HICKORY RIDGE UMC INC PERPECTUAL CARE",52161.23,45699.06,DIVERSIFIE
2166484,"","","HICKORY RIDGE PARSON","HICKORY RIDGE UMC INC PARSONAGE FUND",42436.86,78020.06,DIVERSIFIE
2166484,"","","HICKORY RIDGE ORGAN","HICKORY RIDGE UMC INC ORGAN FUND",8942.94,7835.09,DIVERSIFIE
2166485,"","","ANTIOCH UMC","ANTIOCH UMC CEMETERY FUND",29171.32,25557.35,DIVERSIFIE
2166487,"","","BETHEL WINSTON FOUND","BETHEL UMC FOUNDATION FUND",5224.25,4577.08,DIVERSIFIE
2166489,"","","MAIN KERNE JC GROSE","MAIN STREET J C GROSE CLASS SCHOLARSHIP FUND",13927.1,13620.75,DIVERSIFIE
2166489,"","","MAIN KERNE SCHOLAR","MAIN STREET UMC/UMW SCHOLARSHIP FUND",55882.36,56172.88,DIVERSIFIE
2166489,"","","MAIN KERNE BUILDING","MAIN ST UMC ENDOWED BLD &  MAINT CONSERVATIVE FUND",33109.3,16461.26,CONSERV
2166489,"","",MAINSTCEMBAL,"MAIN STREET UMC CEMETARY BALANCED FUND",65493.02,57940.34,"BAL FUND"
2166489,"","",MAINSTCEMDIV,"MAIN STREET CEMETERY DIVERSIFIED FUND",67383.91,58868.88,DIVERSIFIE
2166489,"","",MAINSTORGANBAL,"MAIN STREET UNENDOWED ORGAN BALANCED FUND",12781.03,12224.19,"BAL FUND"
2166489,"","",MAINSTLINBAL,"MAIN STREET LINVILLE SCHOLARSHIP  BALANCED FUND",16795.85,15761.92,"BAL FUND"
2166489,"","",MAINSTLINDIV,"MAIN STREET LINVILLE SCHOLARSHIP DIVERSIFIED FUND",11671,11084.43,DIVERSIFIE
2166489,"","",MAINSTBLKDIV,"MAIN STREET BLACKWELL MUSIC DIVERSIFIED FUND",16764.14,13785.67,DIVERSIFIE
2166489,"","",MAINSTSTAFFBAL,"MAIN STREET ENDOWED STAFFORD MEMORIAL BALANCED FUND",26623.27,23553.13,"BAL FUND"
2166489,"","",MAINSTSTAFDIV,"MAIN STREET ENDOWED STAFFORD MEMORIAL DIVERSIFIED FUND",26588.96,23220.09,DIVERSIFIE
2166489,"","",MAINSTCROSSBAL,"MAIN STREET CROSSROADS ENDOWMENT BALANCED FUND",6044.33,5347.34,"BAL FUND"
2166489,"","",MAINSTCROSSDIV,"MAIN STREET CROSSROADS ENDOWMENT DIVERSIFIED FUND",6235.86,5445.84,DIVERSIFIE
2166489,"","","MAIN ST UMC","MAIN STREET UMC BUILDING UP/REACHING OUT FUND",0,1422228.39,"BAL FUND"
2166489,"","",MAINSTBLDBAL,"MAIN ST UMC ENDOWED BILD & MAINT BALANCED FUND",34591.97,17175.58,"BAL FUND"
2166489,"","",MAINSTSAV,"MAIN STREET UNITED METHODIST CHURCH SAVINGS ACCOUNT",163324.11,150383.38,CONSERV
2166495,"","","BROOKSTWN BEROTH","BROOKSTOWN UMC ODELL BEROTH CAPITOL FUND",561009.14,496680.76,"BAL FUND"
2166495,"","","BROOKSTOWN UMC","BROOKSTOWN UMC CEMETARY FUND",28119.35,20204.48,"DEVEL FD"
2166498,"","","CENTRAL MT AIRY SYKE","CENTRAL UMC MOUNT AIRY - RALPH SYKES MD MEMORIAL",13177.36,11544.89,DIVERSIFIE
2166512,"","","FAITH UMC RURAL HALL","FAITH UNITED METHODIST CHURCH INVESTMENT FUND",274772.14,280991.75,DIVERSIFIE
2166512,"","","FAITH UMC RURAL HALL","FAITH UMC OF RURAL HALL  DEVELOPMENT FUND #2",63668.46,62710.91,"DEVEL FD"
2166515,"","","PILOT MOUNTAIN BUILD","FIRST UNITED METHODIST CHURCH OF PILOT MOUNTAIN BUILDING FUND",110259.46,96599.4,DIVERSIFIE
2166515,"","","FUMC PILOT MOUNTAIN","FIRST UNITED METHODIST CHURCH OF PILOT MOUNTAIN",50440.39,44190.13,DIVERSIFIE
2166518,"","","DANBURY COMM RESTRIC","DANBURY COMMUNITY CHURCH RESTRICTED INVESTMENT",19955.37,17710.97,"BAL FUND"
2166518,"","","DANBURY COMMUNITY","DANBURY COMMUNITY CHURCH",26241.04,25846.4,"DEVEL FD"
2166519,"","","RUFUS H RHYNE STOKES","RUFUS H. RHYNE STOKESBURG UMC ENDOWMENT",316080.67,285556.99,DIVERSIFIE
2166519,"","","RUFUS H. RHYNE CEMET","RUFUS H. RHYNE STOKESBURG UMC CEMETERY ENDOWMENT",316453.12,285887.99,DIVERSIFIE
2166519,"","","STOKESBURG CHURCH FD","STOKESBURG UMC CHURCH FUND",43967.01,38424.75,DIVERSIFIE
2166519,"","","STOKESBURG CEM FUND","STOKESBURG UMC CEMETERY FUND",20571.19,17978.15,DIVERSIFIE
2166519,"","","STOKESBURG DEV","STOKESBURG UMC (UMF DEVELOPMENT FUND)",41850.14,41220.73,"DEVEL FD"
2166519,"","","STOKESBURG CEM DEV","STOKESBURG UMC CEMETERY (UMF DEVELOPMENT FUND)",9379.2,9238.13,"DEVEL FD"
2166529,"","","ARDMORE UMC PASTOR'S","ARDMORE UMC PASTOR'S HOUSING ENDOWMENT FUND",639217.05,586522.23,"BAL FUND"
2166529,"","","ARDMORE MAINTENANCE","ARDMORE UMC MAINTENANCE ENDOWMENT FUND",445637.26,394996.92,DIVERSIFIE
2166529,"","","ARDMORE MUSIC","ARDMORE UMC MUSIC ENRICHMENT FUND",12363.09,11113.85,DIVERSIFIE
2166529,"","","ARDMORE YOUTH","ARDMORE UMC YOUTH ENRICHMENT FUND",17691.45,15446.1,DIVERSIFIE
2166529,"","","ARDMORE ORGAN","ARDMORE UMC ORGAN MAINTENANCE ENDOWMENT FUND",50225.33,49639.02,DIVERSIFIE
2166529,"","","ARDMORE SCHOLARSHIP","ARDMORE UMC SCHOLARSHIP ENDOWMENT FUND",50487.74,45426.2,DIVERSIFIE
2166529,"","","ARDMORE UMC BYRUM","ARDMORE UMC BYRUM SCHOLARSHIP FUND",146597.93,130165.49,DIVERSIFIE
2166529,"","","ARDMORE TRULL","ARDMORE UMC TRULL  MEDIA MINISTRY FUND",3563.13,3110.96,DIVERSIFIE
2166529,"","","ARDMORE UMW STUDENT","ARDMORE UMC UMW STUDENT LOAN FUND",43544.55,38914.33,DIVERSIFIE
2166529,"","","ARDMORE UMC CONGREG","ARDMORE UMC CONGREGATIONAL DEVELOPMENT ENDOWMENT FUND",272248.6,205138.75,DIVERSIFIE
2166529,"","",ARDMOREUMCOUTREACH,"ARDMORE UMC FRED A SMITH DEAL OUTREACH MISSIONS ENDOWMENT FUND",282725.21,205075.09,DIVERSIFIE
2166529,"","","ARDMORE TTWS","ARDMORE UMC - TTWS TEACHER SCHOLARSHIP FUND",1966.63,2406.97,DIVERSIFIE
2166529,"","","ARDMORE UMC DRAUGHN","ARDMORE UMC - DRAUGHN WARDEN II DEVELOPMENT FUND",25363.71,28250.7,"DEVEL FD"
2166529,"","","CARDMORE UMC OUTRE","CARDMORE UMC OUTREACH / MISSIONS",0,45995.22,NONE
2166529,"","","ARDMORE UMC RENTAL","ARDMORE UMC RENTAL INCOME RESERVE",14325.68,20129.21,"DEVEL FD"
2166529,"","","CARDMORE UMC CONGR","CARDMORE UMC ACCUMULATED CONGREG PROGRAMS",0,35880.3,NONE
2166530,"","","WESLEY WINSTON SALEM","WESLEY MEMORIAL UNITED METHODIST CHURCH WINSTON SALEM/THE PARSONAGE FUND",88516.71,81766.11,CONSERV
2166531,"","","BURKHEAD UMC MUSIC","BURKHEAD UMC - CHAIR OF MUSIC FUND",14756.06,25915.24,DIVERSIFIE
2166531,"","","BURKHEAD PROJECTS","BURKHEAD UMC - MAJOR PROJECTS FUND",199494.87,174779.47,DIVERSIFIE
2166531,"","","BURKHEAD UMC SAVINGS","BURKHEAD UMC UNDESIGNATED SAVINGS FUND",143495.07,125717.43,DIVERSIFIE
2166531,"","","BURKHEAD UMC","BURKHEAD UNITED METHODIST CHURCH",132029.53,80284.72,"DEVEL FD"
2166533,"","","CENTENARY UMC W-S","CENTENARY UMC/WINSTON SALEM DEVELOPMENT FUND",124808.12,122931.05,"DEVEL FD"
2166538,"","","KONNOAK HILLS UMC","KONNOAK HILLS UNITED METHODIST CHURCH",29350.98,28909.55,"DEVEL FD"
2166538,"","","KONNOAK HILLS UMC","KONNOAK HILLS UMC DEVELOPMENT FUND - PARSONAGE",40529.18,59717.74,"DEVEL FD"
